
Output in the output buffer 
11764 	9080 	11610 	11229 	9594 	11231 	9347 	10845 	13803 	11730 	10524 	12278 	9334 	9349 	9147 	12561 	10143 	11698 	12086 	10523 	
11764 	9080 	11610 	11229 	9594 	11231 	9347 	10845 	13803 	11730 	10524 	12278 	9334 	9349 	9147 	12561 	10143 	11698 	12086 	10523 	
11764 	9080 	11610 	11229 	9594 	11231 	9347 	10845 	13803 	11730 	10524 	12278 	9334 	9349 	9147 	12561 	10143 	11698 	12086 	10523 	
11764 	9080 	11610 	11229 	9594 	11231 	9347 	10845 	13803 	11730 	10524 	12278 	9334 	9349 	9147 	12561 	10143 	11698 	12086 	10523 	
11764 	9080 	11610 	11229 	9594 	11231 	9347 	10845 	13803 	11730 	10524 	12278 	9334 	9349 	9147 	12561 	10143 	11698 	12086 	10523 	
11764 	9080 	11610 	11229 	9594 	11231 	9347 	10845 	13803 	11730 	10524 	12278 	9334 	9349 	9147 	12561 	10143 	11698 	12086 	10523 	
11764 	9080 	11610 	11229 	9594 	11231 	9347 	10845 	13803 	11730 	10524 	12278 	9334 	9349 	9147 	12561 	10143 	11698 	12086 	10523 	
11764 	9080 	11610 	11229 	9594 	11231 	9347 	10845 	13803 	11730 	10524 	12278 	9334 	9349 	9147 	12561 	10143 	11698 	12086 	10523 	
11764 	9080 	11610 	11229 	9594 	11231 	9347 	10845 	13803 	11730 	10524 	12278 	9334 	9349 	9147 	12561 	10143 	11698 	12086 	10523 	
11764 	9080 	11610 	11229 	9594 	11231 	9347 	10845 	13803 	11730 	10524 	12278 	9334 	9349 	9147 	12561 	10143 	11698 	12086 	10523 	
11764 	9080 	11610 	11229 	9594 	11231 	9347 	10845 	13803 	11730 	10524 	12278 	9334 	9349 	9147 	12561 	10143 	11698 	12086 	10523 	
11764 	9080 	11610 	11229 	9594 	11231 	9347 	10845 	13803 	11730 	10524 	12278 	9334 	9349 	9147 	12561 	10143 	11698 	12086 	10523 	
11764 	9080 	11610 	11229 	9594 	11231 	9347 	10845 	13803 	11730 	10524 	12278 	9334 	9349 	9147 	12561 	10143 	11698 	12086 	10523 	
11764 	9080 	11610 	11229 	9594 	11231 	9347 	10845 	13803 	11730 	10524 	12278 	9334 	9349 	9147 	12561 	10143 	11698 	12086 	10523 	
11764 	9080 	11610 	11229 	9594 	11231 	9347 	10845 	13803 	11730 	10524 	12278 	9334 	9349 	9147 	12561 	10143 	11698 	12086 	10523 	
11764 	9080 	11610 	11229 	9594 	11231 	9347 	10845 	13803 	11730 	10524 	12278 	9334 	9349 	9147 	12561 	10143 	11698 	12086 	10523 	
11764 	9080 	11610 	11229 	9594 	11231 	9347 	10845 	13803 	11730 	10524 	12278 	9334 	9349 	9147 	12561 	10143 	11698 	12086 	10523 	
